12,99,11,99,4,99,99,13,99,99,99,10,8,11,99,99,99,99,11,99,10,12,99,10,99,10,12,99,99,99,99,99,9,12,99,7,99,11,12,12,9,10,99,99,99,99,99,11,11,12,99,99,99,12,10,10,99,99,99,99,99,13,11,10,99,99,8,99,99,9,99,11,11,99,99,7,8,11,10,12,99,99,99,9,99,7,11,10,99,10,12,99,99,99,8,9,99,9,12,10,99,10,99,11,99,12,9,6,10,99,11,99,11,11,9,99,99,11,13,99,99,12,99,99,11,99,99,11,99,10,99,99,11,11,99,99,9,10,13,11,11,11,99,99,12,12,99,99,10,10,99,12,13,8,99,11,11,12,99,12,99,9,6,99,99,99,99,99,99,12,12,99,12,99,12,13,99,99,10,99,99,11,99,12,99,99,10,9,12,99,9,11,11,99,11,99,9,12,12,99,99,99,9,99,13,12,12,99,12,12,99,7,99,99,99,99,11,99,99,12,99,99,7,11,99,99,99,9,99,99,12,99,99,99,99,7,99,99,99,6,99,99
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,11,99,99,99,99,99,99,11,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,13,99,99,99,99,99,99,99,99,12,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,99,99,13,99,11,99,99,99,13,99,99,99,99,99,99,99,99,99,99,99,99,99,7,12,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,11,12,99,99,99,99,99,99,12,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,99,10,99,99,99,99,99,99,99,99,99,99,99,99,99,9,99,13,99,99,99,99,99,99,99,99,99,11,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,11,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
10,11,10,8,9,99,99,11,99,99,99,99,8,10,99,10,9,11,99,99,99,10,8,12,12,99,99,99,99,99,99,99,12,99,99,10,99,99,99,99,9,9,10,99,99,99,99,99,99,10,99,9,9,99,99,99,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,99,99,99,7,99,99,99,99,99,99,99,9,10,99,9,99,99,10,9,8,99,9,99,99,99,99,99,12,11,99,11,99,99,99,8,4,99,7,99,12,99,99,99,99,99,99,99,5,99,99,99,99,99,99,8,99,99,11,99,99,99,99,10,5,10,99,99,99,99,99,6,10,99,99,99,99,99,99,99,12,99,12,10,10,11,99,99,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,8,5,99,99,99,99,12,8,99,99,9,99,99,99,10,12,99,99,10,99,10,11,99,8,3,9,99,99,99,12,99,11,99,8,99,99,99,99,99,99,99,99,11,99,9,99,99,8,99,99,99,99,99,11,99,99,11,99,99,99,99,99,99,99,99
99,99,99,99,7,99,99,99,99,99,99,99,99,99,99,99,8,99,99,11,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,8,99,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,99,99,99,99,99,99,99,99,99,13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,9,99,99,99,99,99,8,99,99,99,99,99,99,99,99,99,99,99,99,8,99,99,99,99,99,99,99,99,99,99,99,99,99,13,99,99,11,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,7,99,99,99,99,99,99,99,99,99,99,9,99,99,99,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
99,99,10,10,9,9,99,99,12,99,99,99,9,99,99,99,8,99,99,99,99,99,8,99,99,9,11,99,99,99,99,99,11,99,99,11,8,99,13,12,99,99,6,99,99,9,99,11,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,99,99,99,99,99,99,12,99,99,9,2,10,99,99,99,99,99,99,99,99,99,99,99,99,99,8,12,9,99,99,9,8,99,8,99,8,11,12,99,11,99,99,9,9,99,9,11,99,99,99,7,99,99,99,99,99,1,99,99,99,99,99,99,7,9,99,8,99,99,99,99,99,99,99,99,99,99,99,9,99,10,99,99,99,99,99,9,99,99,9,99,9,9,10,99,99,99,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,99,99,99,10,99,9,99,99,99,99,11,99,99,99,99,99,10,99,9,99,99,99,99,99,99,7,99,9,99,11,99,99,11,99,99,12,99,99,9,13,99,99,99,99,99,99,11,8,99,99,99,99,10,13,99,99,99,99
99,9,99,99,9,7,99,99,99,99,99,99,13,99,99,99,99,99,3,99,99,99,99,13,99,99,99,99,99,99,99,99,13,99,99,99,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,13,99,13,99,99,99,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,99,99,99,99,11,99,99,99,99,99,99,99,99,99,99,99,99,99,13,99,99,99,99,99,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,99,99,12,1,99,99,99,99,99,99,13,99,99,99,99,99,99,11,12,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,1,99,99,99,99,99,99,99,99,13,99,99,5,6,99,99,2,6,99,99,13,99,99,99,99,12,5,10,5,99,10,99
99,99,99,99,9,99,99,99,99,99,13,12,99,99,99,13,9,99,99,99,99,99,12,12,99,99,5,99,99,99,99,99,13,99,99,99,12,99,99,13,99,99,99,99,99,99,99,99,13,99,99,99,99,99,99,99,99,9,99,99,99,99,99,99,99,99,99,99,99,13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,13,99,99,99,99,99,13,99,99,99,99,99,12,99,11,99,99,13,99,10,99,99,11,99,99,11,99,99,99,99,99,99,99,99,99,99,99,99,99,99,13,99,99,99,99,99,99,10,99,99,99,99,99,99,99,99,99,11,11,99,99,12,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,11,99,99,99,99,99,99,99,99,99,99,13,99,99,99,99,99,99,12,99,99,99,99,99,99,99,99,99,99,9,99,99,99,99,99,99,99,99,99,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,99,99,99,9,99,99
99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,99,99,99,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,13,10,99,99,99,99,99,99,99,99,99,99,99,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,99,99,99,99,99,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,99,13,99,99,99,99,99,99,7,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,13,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,99,99,99,99,99,99,99,99,13,99,99,99,99,13,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,99,99,99,99,99,99,99,12,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,8,99,99,99,99,99,6
99,99,99,99,99,99,99,99,99,99,99,99,99,99,11,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,11,99,8,99,99,99,99,99,11,99,99,99,99,99,7,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,99,99,99,99,99,99,99,99,99,11,99,99,99,99,99,99,99,99,99,99,99,8,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,99,99,12,99,99,99,99,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,6,99,99,99,99,99,99,99,99,99,99,8,99,99,99,10,7,99,8,99,99,99,3,9,99,99,99,9,99,9,99,99,99,99,11,99,11,99,8,99,7,99,99,99,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,99,99,99,99,99,99,99
99,99,99,99,9,99,3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,12,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,10,99,99,99,99,12,99,99,12,12,99,99,99,11,99,99,99,99,99,99,99,1,12,99,99,12,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,99,99,10,99,99,99,13,99,99,11,99,99,99,99,99,99,13,99,99,9,99,99,99,99,99,99,99,99,99,99,12,99,12,99,99,99,99,99,99,99,9,99,99,99,99,99,99,99,10,99,99,99,99,3,99,99,99,99,99,99,99,99,12,12,99,99,99,99,99,99,99,3,99,99,99,99,6,99,99,99,99,99,99,99,99,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,8,99,99,99,99,99,99,99,8,9,99,99,99,99,99,99,99,99,12,1,99,99,99,99,99,99,99,10,12,99,99,12,6,99,99,99,99,10,99,99,6
